word,pos_primary,has_hanja,is_bound_morpheme,syllable_count,level
동그라미,명사,False,False,4,고급
동그랗다,형용사,False,False,4,고급
동기,명사,True,False,2,고급
동기,명사,True,False,2,중급
동네,명사,True,False,2,중급
동대문,고유 명사,True,False,3,중급
동대문시장,고유 명사,True,False,5,중급
동료,명사,True,False,2,고급
동물,명사,True,False,2,초급
동물원,명사,True,False,3,중급
동부,명사,True,False,2,고급
동생,명사,False,False,2,초급
동서,명사,True,False,2,고급
동서남북,명사,True,False,4,고급
동시,명사,True,False,2,중급
동아리,명사,False,False,3,중급
동안,명사,False,False,2,초급
동양,명사,True,False,2,중급
동양인,명사,True,False,3,고급
동의,명사,True,False,2,고급
동의하다,동사,True,False,4,고급
동일하다,형용사,True,False,4,고급
동작,명사,True,False,2,고급
동전,명사,True,False,2,중급
동쪽,명사,True,False,2,초급
동창,명사,True,False,2,중급
동포,명사,True,False,2,고급
동행,명사,True,False,2,고급
동화,명사,True,False,2,중급
동화책,명사,True,False,3,고급
돼지,명사,False,False,2,초급
돼지고기,명사,False,False,4,초급
되게,부사,False,False,2,중급
되다,동사,False,False,2,초급
되돌리다,동사,False,False,4,고급
되돌아가다,동사,False,False,5,고급
되돌아보다,동사,False,False,5,고급
되돌아오다,동사,False,False,5,고급
되살리다,동사,False,False,4,고급
되찾다,동사,False,False,3,고급
되풀이되다,동사,False,False,5,고급
되풀이하다,동사,False,False,5,고급
된장,명사,True,False,2,중급
된장찌개,명사,True,False,4,중급
두,관형사,False,False,1,초급
두껍다,형용사,False,False,3,중급
두께,명사,False,False,2,고급
두뇌,명사,True,False,2,고급
두다,동사,False,False,2,중급
두드러지다,형용사,False,False,5,고급
두드리다,동사,False,False,4,중급
두려움,명사,False,False,3,고급
두려워하다,동사,False,False,5,고급
두렵다,형용사,False,False,3,고급
두르다,동사,False,False,3,고급
두리번거리다,동사,False,False,6,고급
두부,명사,True,False,2,중급
두세,관형사,False,False,2,중급
두어,관형사,False,False,2,고급
두통,명사,True,False,2,중급
둘,수사,False,False,1,초급
둘러보다,동사,False,False,4,중급
둘러싸다,동사,False,False,4,고급
둘러싸이다,동사,False,False,5,고급
둘째,관형사,False,False,2,초급
둥글다,형용사,False,False,3,중급
둥지,명사,False,False,2,고급
뒤,명사,False,False,1,초급
뒤늦다,형용사,False,False,3,고급
뒤따르다,동사,False,False,4,고급
뒤지다,동사,False,False,3,고급
뒤집다,동사,False,False,3,중급
뒤쪽,명사,False,False,2,중급
뒤편,명사,True,False,2,고급
뒷골목,명사,False,False,3,고급
뒷모습,명사,False,False,3,고급
뒷문,명사,True,False,2,고급
뒷산,명사,True,False,2,중급
드디어,부사,False,False,3,고급
드라마,명사,False,False,3,중급
드러나다,동사,False,False,4,고급
드리다,동사,False,False,3,초급
드물다,형용사,False,False,3,고급
듣다,동사,False,False,2,초급
들,명사,False,False,1,중급
들다,동사,False,False,2,초급
들다,보조 용언,False,False,2,중급
들려오다,동사,False,False,4,중급
들려주다,동사,False,False,4,중급
들르다,동사,False,False,3,중급
들리다,동사,False,False,3,중급
들어가다,동사,False,False,4,초급
들어서다,동사,False,False,4,중급
들어오다,동사,False,False,4,초급
들어주다,동사,False,False,4,고급
들여놓다,동사,False,False,4,고급
들여다보다,동사,False,False,5,중급
들이다,동사,False,False,3,고급
들이마시다,동사,False,False,5,고급
들이켜다,동사,False,False,4,고급
듯,의존명사,False,False,1,고급
듯싶다,보조 용언,False,False,3,고급
듯이,의존명사,False,False,2,중급
듯하다,보조 용언,False,False,3,고급
등,명사,False,False,1,중급
등등,의존명사,True,False,2,고급
등록,명사,True,False,2,중급
등록금,명사,True,False,3,중급
등록증,명사,True,False,3,고급
등록하다,동사,True,False,4,고급
등산,명사,True,False,2,초급
등산로,명사,True,False,3,중급
등장,명사,True,False,2,고급
등장하다,동사,True,False,4,고급
디스크,명사,False,False,3,고급
디자이너,명사,False,False,4,중급
디자인,명사,False,False,3,중급
따님,명사,False,False,2,고급
따다,동사,False,False,2,중급
따뜻하다,형용사,False,False,4,초급
따라가다,동사,False,False,4,중급
따라다니다,동사,False,False,5,고급
따라서,부사,False,False,3,고급
따라오다,동사,False,False,4,중급
따로,부사,False,False,2,중급
따로따로,부사,False,False,4,고급
따르다,동사,False,False,3,중급
따스하다,형용사,False,False,4,고급
딱,부사,False,False,1,고급
딱,부사,False,False,1,중급
딱딱하다,형용사,False,False,4,고급
딴,관형사,False,False,1,중급
딸,명사,False,False,1,초급
딸기,명사,False,False,2,초급
딸아이,명사,False,False,3,고급
땀,명사,False,False,1,중급
땅,명사,False,False,1,중급
땅바닥,명사,False,False,3,고급
땅속,명사,False,False,2,고급
땅콩,명사,False,False,2,중급
때,명사,False,False,1,초급
때,명사,False,False,1,고급
때때로,부사,False,False,3,중급
때로,부사,False,False,2,고급
때리다,동사,False,False,3,고급
때문,의존명사,False,False,2,초급
땜,의존명사,False,False,1,중급
떠나가다,동사,False,False,4,고급
떠나다,동사,False,False,3,초급
떠나오다,동사,False,False,4,고급
떠들다,동사,False,False,3,중급
떠들썩하다,형용사,False,False,5,고급
떠오르다,동사,False,False,4,중급
떠올리다,동사,False,False,4,중급
떡,명사,False,False,1,초급
떡국,명사,False,False,2,고급
떡볶이,명사,False,False,3,중급
떨다,동사,False,False,2,중급
떨리다,동사,False,False,3,중급
떨어뜨리다,동사,False,False,5,중급
떨어지다,동사,False,False,4,중급
떼,명사,False,False,1,고급
떼다,동사,False,False,2,중급
또,부사,False,False,1,초급
또는,부사,False,False,2,중급
또다시,부사,False,False,3,중급
또한,부사,False,False,2,중급
똑같다,형용사,False,False,3,초급
똑같이,부사,False,False,3,중급
똑똑하다,형용사,False,False,4,중급
똑바로,부사,False,False,3,초급
뚜껑,명사,False,False,2,중급
뚫다,동사,False,False,2,고급
뚱뚱하다,형용사,False,False,4,중급
뛰놀다,동사,False,False,3,고급
뛰다,동사,False,False,2,초급
뛰어가다,동사,False,False,4,고급
뛰어나가다,동사,False,False,5,중급
뛰어나다,형용사,False,False,4,고급
뛰어나오다,동사,False,False,5,고급
뛰어내리다,동사,False,False,5,고급
뛰어넘다,동사,False,False,4,고급
뛰어놀다,동사,False,False,4,고급
뛰어다니다,동사,False,False,5,중급
뛰어들다,동사,False,False,4,중급
뛰어오다,동사,False,False,4,중급
뛰어오르다,동사,False,False,5,고급
뜨겁다,형용사,False,False,3,초급
뜨다,동사,False,False,2,중급
뜨다,동사,False,False,2,고급
뜯다,동사,False,False,2,고급
뜰,명사,False,False,1,고급
뜻,명사,False,False,1,중급
뜻대로,부사,False,False,3,고급
뜻밖,명사,False,False,2,고급
뜻밖에,부사,False,False,3,고급
뜻하다,동사,False,False,3,고급
띄다,동사,False,False,2,고급
띄우다,동사,False,False,3,고급
라디오,명사,False,False,3,초급
라면,명사,False,False,2,초급
라운드,명사,False,False,3,고급
라이벌,명사,False,False,3,고급
라이터,명사,False,False,3,중급
라인,명사,False,False,2,고급
라켓,명사,False,False,2,고급
러시아,고유 명사,False,False,3,초급
런던,고유 명사,False,False,2,중급
레몬,명사,False,False,2,중급
레스토랑,명사,False,False,4,중급
레이저,명사,False,False,3,고급
레저,명사,False,False,2,고급
렌즈,명사,False,False,2,중급
로봇,명사,False,False,2,고급
로터리,명사,False,False,3,고급
리,의존명사,True,False,1,고급
리그,명사,False,False,2,고급
리듬,명사,False,False,2,중급
리터,의존명사,False,False,2,고급
마구,부사,False,False,2,중급
마누라,명사,False,False,3,고급
마늘,명사,False,False,2,중급
마당,명사,False,False,2,고급
마디,명사,False,False,2,고급
마땅하다,형용사,False,False,4,고급
마라톤,명사,False,False,3,고급
마련,명사,False,False,2,고급
마련되다,동사,False,False,4,중급
마련하다,동사,False,False,4,중급
마루,명사,False,False,2,중급
마르다,동사,False,False,3,중급
마리,의존명사,False,False,2,초급
마무리,명사,False,False,3,고급
마사지,명사,False,False,3,중급
마시다,동사,False,False,3,초급
마약,명사,True,False,2,고급
마요네즈,명사,False,False,4,고급
마을,명사,False,False,2,중급
마음,명사,False,False,2,초급
마음가짐,명사,False,False,4,고급
마음껏,부사,False,False,3,고급
마음대로,부사,False,False,4,중급
마음먹다,동사,False,False,4,고급
마음속,명사,False,False,3,중급
마음씨,명사,False,False,3,고급
마이크,명사,False,False,3,고급
마주,부사,False,False,2,중급
마주치다,동사,False,False,4,고급
마중,명사,False,False,2,중급
마지막,명사,False,False,3,초급
마찬가지,명사,False,False,4,중급
마찰,명사,True,False,2,고급
마치,부사,False,False,2,중급
마치다,동사,False,False,3,중급
마침,부사,False,False,2,중급
마침내,부사,False,False,3,중급
마크,명사,False,False,2,고급
마흔,수사,False,False,2,초급
막,부사,False,False,1,중급
막걸리,명사,False,False,3,고급
막내,명사,False,False,2,중급
막다,동사,False,False,2,중급
막상,부사,False,False,2,고급
막히다,동사,False,False,3,중급
만,의존명사,False,False,1,고급
만,관형사,True,False,1,초급
만,관형사,True,False,1,중급
만나다,동사,False,False,3,초급
만남,명사,False,False,2,중급
만두,명사,True,False,2,중급
만들다,동사,False,False,3,초급
만들어지다,동사,False,False,5,중급
만만하다,형용사,False,False,4,고급
만세,명사,True,False,2,고급
만약,명사,True,False,2,중급
만일,명사,True,False,2,중급
만점,명사,True,False,2,고급
만족,명사,True,False,2,고급
만족스럽다,형용사,True,False,5,고급
만족하다,동사,True,False,4,중급
만지다,동사,False,False,3,중급
만큼,의존명사,False,False,2,중급
만하다,보조 용언,False,False,3,고급
만화,명사,True,False,2,중급
만화가,명사,True,False,3,고급
많다,형용사,False,False,2,초급
많아지다,동사,False,False,4,중급
많이,부사,False,False,2,초급
말,명사,False,False,1,초급
말,명사,False,False,1,중급
말기,명사,True,False,2,고급
말다,동사,False,False,2,고급
말다,동사,False,False,2,초급
말리다,동사,False,False,3,고급
말씀,명사,False,False,2,초급
말씀드리다,동사,False,False,5,중급
말씀하다,동사,False,False,4,초급
말없이,부사,False,False,3,고급
말투,명사,True,False,2,고급
말하다,동사,False,False,3,초급
맑다,형용사,False,False,2,초급
맘,명사,False,False,1,고급
맘대로,부사,False,False,3,고급
맛,명사,False,False,1,초급
맛보다,동사,False,False,3,고급
맛없다,형용사,False,False,3,초급
맛있다,형용사,False,False,3,초급
망설이다,동사,False,False,4,고급
망원경,명사,True,False,3,고급
망치다,동사,False,False,3,고급
망하다,동사,True,False,3,고급
맞다,동사,False,False,2,중급
맞서다,동사,False,False,3,중급
맞은편,명사,True,False,3,중급
맞이하다,동사,False,False,4,고급
맞추다,동사,False,False,3,중급
맡기다,동사,False,False,3,중급
맡다,동사,False,False,2,중급
맡다,동사,False,False,2,고급
매,명사,False,False,1,고급
매너,명사,False,False,2,고급
매년,부사,True,False,2,중급
매다,동사,False,False,2,중급
매달,부사,True,False,2,고급
매달다,동사,False,False,3,고급
매달리다,동사,False,False,4,고급
매력,명사,True,False,2,중급
매번,부사,True,False,2,고급
매스컴,명사,False,False,3,고급
매우,부사,False,False,2,초급
매일,명사,True,False,2,초급
매장,명사,True,False,2,고급
매주,부사,True,False,2,고급
매체,명사,True,False,2,고급
맥주,명사,True,False,2,초급
맨,관형사,False,False,1,중급
맵다,형용사,False,False,2,초급
맺다,동사,False,False,2,고급
머리,명사,False,False,2,초급
머리말,명사,False,False,3,고급
머리카락,명사,False,False,4,중급
머리칼,명사,False,False,3,고급
머릿속,명사,False,False,3,중급
머무르다,동사,False,False,4,중급
머물다,동사,False,False,3,고급
먹고살다,동사,False,False,4,고급
먹다,동사,False,False,2,고급
먹다,동사,False,False,2,초급
먹이,명사,False,False,2,고급
먹이다,동사,False,False,3,중급
먹히다,동사,False,False,3,중급
먼저,부사,False,False,2,초급
먼지,명사,False,False,2,중급
멀다,형용사,False,False,2,초급
멀리,부사,False,False,2,중급
멀어지다,동사,False,False,4,중급
멈추다,동사,False,False,3,중급
멋,명사,False,False,1,중급
멋있다,형용사,False,False,3,중급
멋지다,형용사,False,False,3,고급
멍멍,부사,False,False,2,고급
멎다,동사,False,False,2,고급
메뉴,명사,False,False,2,초급
메다,동사,False,False,2,중급
메모,명사,False,False,2,중급
메시지,명사,False,False,3,중급
메우다,동사,False,False,3,고급
메일,명사,False,False,2,중급
며느리,명사,False,False,3,중급
며칠,명사,False,False,2,초급
면,명사,True,False,1,고급
면담,명사,True,False,2,고급
면적,명사,True,False,2,고급
면접,명사,True,False,2,고급
면하다,동사,True,False,3,고급
멸치,명사,False,False,2,고급
명,의존명사,True,False,1,초급
명단,명사,True,False,2,고급
명령,명사,True,False,2,중급
명령어,명사,True,False,3,고급
명예,명사,True,False,2,고급
명의,명사,True,False,2,고급
명절,명사,True,False,2,중급
명칭,명사,True,False,2,고급
명함,명사,True,False,2,중급
명확하다,형용사,True,False,4,고급
몇,관형사,False,False,1,초급
몇몇,관형사,False,False,2,중급
몇십,관형사,False,False,2,중급
모,관형사,True,False,1,고급
모금,의존명사,False,False,2,고급
모기,명사,False,False,2,중급
모니터,명사,False,False,3,중급
모델,명사,False,False,2,중급
모두,명사,False,False,2,초급
모든,관형사,False,False,2,초급
모래,명사,False,False,2,중급
모레,명사,False,False,2,중급
모르다,동사,False,False,3,초급
모범,명사,True,False,2,고급
모색하다,동사,True,False,4,고급
모습,명사,False,False,2,중급
모시다,동사,False,False,3,중급
모양,명사,True,False,2,중급
모여들다,동사,False,False,4,고급
모으다,동사,False,False,3,중급
모이다,동사,False,False,3,중급
모임,명사,False,False,2,중급
모자,명사,True,False,2,초급
모자라다,동사,False,False,4,중급
모조리,부사,False,False,3,고급
모집,명사,True,False,2,고급
모집하다,동사,True,False,4,고급
모처럼,부사,False,False,3,고급
모퉁이,명사,False,False,3,고급
목,명사,False,False,1,초급
목걸이,명사,False,False,3,중급
목록,명사,True,False,2,고급
목사,명사,True,False,2,중급
목소리,명사,False,False,3,중급
목숨,명사,False,False,2,고급
목요일,명사,True,False,3,초급
목욕,명사,True,False,2,초급
목욕탕,명사,True,False,3,중급
목적,명사,True,False,2,중급
목표,명사,True,False,2,중급
몰다,동사,False,False,2,중급
몰래,부사,False,False,2,중급
몰려들다,동사,False,False,4,고급
몰려오다,동사,False,False,4,고급
몸,명사,False,False,1,초급
몸매,명사,False,False,2,고급
몸무게,명사,False,False,3,중급
몸살,명사,False,False,2,중급
몸속,명사,False,False,2,고급
몸짓,명사,False,False,2,고급
몸통,명사,False,False,2,고급
몹시,부사,False,False,2,중급
못,명사,False,False,1,고급
못,부사,False,False,1,초급
못되다,형용사,False,False,3,고급
못생기다,형용사,False,False,4,고급
못지않다,형용사,False,False,4,고급
못하다,동사,False,False,3,초급
묘사,명사,True,False,2,고급
묘사하다,동사,True,False,4,고급
무,명사,False,False,1,중급
무,명사,True,False,1,고급
무겁다,형용사,False,False,3,초급
무게,명사,False,False,2,중급
무관심,명사,True,False,3,고급
무관심하다,형용사,True,False,5,고급
무궁화,명사,True,False,3,고급
무기,명사,True,False,2,고급
무너지다,동사,False,False,4,고급
무늬,명사,False,False,2,중급
무대,명사,True,False,2,고급
무더위,명사,False,False,3,중급
무덤,명사,False,False,2,고급
무덥다,형용사,False,False,3,고급
무려,부사,True,False,2,고급
무렵,의존명사,False,False,2,중급
무료,명사,True,False,2,고급
무릎,명사,False,False,2,중급
무리,명사,False,False,2,고급
무리하다,형용사,True,False,4,고급
무사하다,형용사,True,False,4,고급
무섭다,형용사,False,False,3,중급
무슨,관형사,False,False,2,초급
무시하다,동사,True,False,4,중급
무어,대명사,False,False,2,중급
무엇,대명사,False,False,2,초급
무역,명사,True,False,2,중급
무용,명사,True,False,2,중급
무용가,명사,True,False,3,고급
무의미하다,형용사,True,False,5,고급
무조건,부사,True,False,3,중급
무지개,명사,False,False,3,고급
무책임하다,형용사,True,False,5,고급
무척,부사,False,False,2,중급
묵다,동사,False,False,2,고급
묶다,동사,False,False,2,중급
묶이다,동사,False,False,3,고급
문,명사,True,False,1,초급
문구,명사,True,False,2,고급
문득,부사,False,False,2,고급
문밖,명사,True,False,2,고급
문법,명사,True,False,2,고급
문서,명사,True,False,2,고급
문자,명사,True,False,2,고급
문장,명사,True,False,2,중급
문제,명사,True,False,2,초급
문제되다,동사,True,False,4,고급
문제점,명사,True,False,3,중급
문학,명사,True,False,2,중급
문학적,명사,True,False,3,고급
문화,명사,True,False,2,중급
문화재,명사,True,False,3,고급
문화적,명사,True,False,3,고급
묻다,동사,False,False,2,중급
묻다,동사,False,False,2,고급
묻다,동사,False,False,2,초급
묻히다,동사,False,False,3,고급
물,명사,False,False,1,초급
물가,명사,True,False,2,고급
물건,명사,True,False,2,초급
물결,명사,False,False,2,고급
물고기,명사,False,False,3,중급
물기,명사,True,False,2,고급
물다,동사,False,False,2,중급
물러나다,동사,False,False,4,고급
물론,명사,True,False,2,중급
물론,부사,True,False,2,초급
물리학,명사,True,False,3,고급
물속,명사,False,False,2,중급
물어보다,동사,False,False,4,초급
물음,명사,False,False,2,중급
물질,명사,True,False,2,고급
물질적,명사,True,False,3,고급
물체,명사,True,False,2,고급
뭐,감탄사,False,False,1,초급
뭘,감탄사,False,False,1,고급
뭣,대명사,False,False,1,고급
미,명사,True,False,1,고급
미국,고유 명사,True,False,2,초급
미끄러지다,동사,False,False,5,고급
미끄럽다,형용사,False,False,4,고급
미니,명사,False,False,2,고급
미디어,명사,False,False,3,중급
미래,명사,True,False,2,중급
미루다,동사,False,False,3,고급
미리,부사,False,False,2,중급
미만,명사,True,False,2,고급
미사일,명사,False,False,3,고급
미소,명사,True,False,2,중급
미술,명사,True,False,2,중급
미술관,명사,True,False,3,중급
미스,명사,False,False,2,고급
미안하다,형용사,True,False,4,초급
미역,명사,False,False,2,고급
미용실,명사,True,False,3,고급
미움,명사,False,False,2,고급
미워하다,동사,False,False,4,중급
미인,명사,True,False,2,중급
미처,부사,False,False,2,고급
미치다,동사,False,False,3,중급
미터,의존명사,False,False,2,초급
미팅,명사,False,False,2,중급
미혼,명사,True,False,2,고급
민간,명사,True,False,2,고급
민속,명사,True,False,2,고급
민족,명사,True,False,2,중급
민주,명사,True,False,2,고급
민주주의,명사,True,False,4,고급
민주화,명사,True,False,3,고급
믿다,동사,False,False,2,중급
믿어지다,동사,False,False,4,고급
믿음,명사,False,False,2,중급
밀가루,명사,False,False,3,중급
밀다,동사,False,False,2,중급
밀리다,동사,False,False,3,고급
밀리미터,의존명사,False,False,4,중급
밀접하다,형용사,True,False,4,고급
밉다,형용사,False,False,2,중급
및,부사,False,False,1,중급
밑,명사,False,False,1,초급
밑바닥,명사,False,False,3,고급
바,의존명사,False,False,1,고급
바가지,명사,False,False,3,고급
바구니,명사,False,False,3,고급
바깥,명사,False,False,2,중급
바깥쪽,명사,False,False,3,고급
바꾸다,동사,False,False,3,초급
바뀌다,동사,False,False,3,중급
바나나,명사,False,False,3,초급
바늘,명사,False,False,2,중급
바다,명사,False,False,2,초급
바닥,명사,False,False,2,중급
바닷가,명사,False,False,3,중급
바닷물,명사,False,False,3,중급
바라다,동사,False,False,3,중급
바라보다,동사,False,False,4,중급
바람,명사,False,False,2,초급
바람,명사,False,False,2,고급
바람직하다,형용사,False,False,5,고급
바로,부사,False,False,2,초급
바로잡다,동사,False,False,4,고급
바르다,동사,False,False,3,중급
바보,명사,False,False,2,중급
바쁘다,형용사,False,False,3,초급
바싹,부사,False,False,2,고급
바위,명사,False,False,2,중급
바이러스,명사,False,False,4,고급
바이올린,명사,False,False,4,중급
바지,명사,False,False,2,초급
바치다,동사,False,False,3,고급
바퀴,명사,False,False,2,고급
바탕,명사,False,False,2,고급
박,의존명사,True,False,1,고급
박다,동사,False,False,2,고급
박물관,명사,True,False,3,초급
박사,명사,True,False,2,중급
박수,명사,True,False,2,중급
박스,명사,False,False,2,중급
박히다,동사,False,False,3,고급
밖,명사,False,False,1,초급
반,명사,True,False,1,초급
반갑다,형용사,False,False,3,초급
반기다,동사,False,False,3,고급
반대,명사,True,False,2,중급
반대편,명사,True,False,3,고급
반대하다,동사,True,False,4,중급
반드시,부사,False,False,3,중급
반말,명사,True,False,2,고급
반면,명사,True,False,2,고급
반발,명사,True,False,2,고급
반복되다,동사,True,False,4,고급
반복하다,동사,True,False,4,중급
반성,명사,True,False,2,고급
반성하다,동사,True,False,4,고급
반영하다,동사,True,False,4,고급
반응,명사,True,False,2,고급
반장,명사,True,False,2,중급
반죽,명사,False,False,2,고급
반지,명사,True,False,2,중급
반짝거리다,동사,False,False,5,고급
반짝이다,동사,False,False,4,고급
반찬,명사,True,False,2,중급
반하다,동사,True,False,3,중급
받다,동사,False,False,2,초급
받아들이다,동사,False,False,5,중급
받침,명사,False,False,2,중급
발,명사,False,False,1,초급
발가락,명사,False,False,3,중급
발걸음,명사,False,False,3,고급
발견,명사,True,False,2,중급
발견되다,동사,True,False,4,중급
발견하다,동사,True,False,4,중급
발길,명사,False,False,2,고급
발끝,명사,False,False,2,고급
발달,명사,True,False,2,중급
발달되다,동사,True,False,4,고급
발달하다,동사,True,False,4,중급
발등,명사,False,False,2,중급
발레,명사,False,False,2,고급
발목,명사,False,False,2,중급
발바닥,명사,False,False,3,고급
발생,명사,True,False,2,중급
발생하다,동사,True,False,4,중급
발음,명사,True,False,2,초급
발음하다,동사,True,False,4,중급
발자국,명사,False,False,3,고급
발전,명사,True,False,2,중급
발전,명사,True,False,2,고급
발전되다,동사,True,False,4,고급
발전하다,동사,True,False,4,중급
발톱,명사,False,False,2,고급
발표,명사,True,False,2,중급
발표되다,동사,True,False,4,고급
발표하다,동사,True,False,4,중급
발휘하다,동사,True,False,4,고급
밝다,동사,False,False,2,중급
밝다,형용사,False,False,2,초급
밝아지다,동사,False,False,4,고급
밝혀내다,동사,False,False,4,고급
밝혀지다,동사,False,False,4,고급
밝히다,동사,False,False,3,중급
밟다,동사,False,False,2,중급
밤,명사,False,False,1,초급
밤,명사,False,False,1,중급
밤낮,명사,False,False,2,중급
밤늦다,형용사,False,False,3,중급
밤새,명사,False,False,2,고급
밤새다,동사,False,False,3,중급
밤새우다,동사,False,False,4,고급
밤색,명사,True,False,2,고급
밤중,명사,True,False,2,중급
밤하늘,명사,False,False,3,고급
밥,명사,False,False,1,초급
밥그릇,명사,False,False,3,중급
밥맛,명사,False,False,2,중급
밥상,명사,True,False,2,고급
밥솥,명사,False,False,2,중급
방,명사,True,False,1,초급
방금,부사,True,False,2,중급
방면,명사,True,False,2,고급
방문,명사,True,False,2,중급
방문하다,동사,True,False,4,중급
방바닥,명사,True,False,3,고급
방법,명사,True,False,2,중급
방송,명사,True,False,2,중급
방송국,명사,True,False,3,중급
방송사,명사,True,False,3,고급
방송하다,동사,True,False,4,고급
방식,명사,True,False,2,고급
방안,명사,True,False,2,고급
방울,명사,False,False,2,고급
방지,명사,True,False,2,고급
방지하다,동사,True,False,4,고급
방학,명사,True,False,2,초급
방해,명사,True,False,2,고급
방해하다,동사,True,False,4,고급
방향,명사,True,False,2,중급
밭,명사,False,False,1,중급
배,명사,False,False,1,초급
배,명사,True,False,1,고급
배경,명사,True,False,2,중급
배고프다,형용사,False,False,4,초급
배구,명사,True,False,2,중급
배꼽,명사,False,False,2,중급
배다,동사,False,False,2,고급
배달,명사,True,False,2,중급
배드민턴,명사,False,False,4,중급
배부르다,형용사,False,False,4,초급
배우,명사,True,False,2,중급
배우다,동사,False,False,3,초급
배우자,명사,True,False,3,고급
배추,명사,False,False,2,중급
배추김치,명사,False,False,4,고급
배치,명사,True,False,2,고급
백,관형사,True,False,1,초급
백두산,고유 명사,True,False,3,고급
백색,명사,True,False,2,고급
백성,명사,True,False,2,고급
백인,명사,True,False,2,고급
백제,고유 명사,True,False,2,고급
백화점,명사,True,False,3,초급
뱀,명사,False,False,1,중급
뱃사람,명사,False,False,3,고급
뱉다,동사,False,False,2,고급
버려지다,동사,False,False,4,고급
버릇,명사,False,False,2,중급
버리다,동사,False,False,3,중급
버리다,보조 용언,False,False,3,초급
버섯,명사,False,False,2,중급
버스,명사,False,False,2,초급
버터,명사,False,False,2,중급
버튼,명사,False,False,2,중급
버티다,동사,False,False,3,고급
번,의존명사,True,False,1,초급
번개,명사,False,False,2,고급
번거롭다,형용사,False,False,4,고급
번역,명사,True,False,2,중급
번역하다,동사,True,False,4,고급
번지,명사,True,False,2,고급
번째,의존명사,True,False,2,중급
번호,명사,True,False,2,초급
벌,의존명사,False,False,1,고급
벌금,명사,True,False,2,고급
벌다,동사,False,False,2,중급
벌떡,부사,False,False,2,고급
벌레,명사,False,False,2,중급
벌리다,동사,False,False,3,중급
벌써,부사,False,False,2,초급
벌어지다,동사,False,False,4,고급
벌어지다,동사,False,False,4,중급
벌이다,동사,False,False,3,중급
범위,명사,True,False,2,고급
범인,명사,True,False,2,고급
범죄,명사,True,False,2,고급
법,명사,True,False,1,중급
법률,명사,True,False,2,고급
법원,명사,True,False,2,고급
법적,명사,True,False,2,고급
법칙,명사,True,False,2,고급
벗기다,동사,False,False,3,중급
벗다,동사,False,False,2,초급
베개,명사,False,False,2,중급
베다,동사,False,False,2,고급
베이징(북경),고유 명사,True,False,7,중급
벤치,명사,False,False,2,고급
벨트,명사,False,False,2,중급
벼,명사,False,False,1,고급
벽,명사,True,False,1,중급
변경,명사,True,False,2,고급
변동,명사,True,False,2,고급
변명,명사,True,False,2,고급
변신,명사,True,False,2,고급
변하다,동사,True,False,3,중급
변호사,명사,True,False,3,중급
변화,명사,True,False,2,중급
변화되다,동사,True,False,4,고급
변화하다,동사,True,False,4,중급
별,명사,False,False,1,초급
별,관형사,True,False,1,중급
별다르다,형용사,True,False,4,고급
별도,명사,True,False,2,고급
별로,부사,True,False,2,중급
별명,명사,True,False,2,고급
별일,명사,True,False,2,고급
병,명사,True,False,1,초급
병들다,동사,True,False,3,중급
병실,명사,True,False,2,고급
병아리,명사,False,False,3,고급
병원,명사,True,False,2,초급
보고,명사,True,False,2,중급
보고서,명사,True,False,3,중급
보고하다,동사,True,False,4,고급
보관,명사,True,False,2,고급
보관하다,동사,True,False,4,중급
보내다,동사,False,False,3,초급
보내오다,동사,False,False,4,고급
보너스,명사,False,False,3,고급
보다,동사,False,False,2,초급
보도,명사,True,False,2,고급
보도되다,동사,True,False,4,고급
보도하다,동사,True,False,4,고급
보라색,명사,True,False,3,고급
보람,명사,False,False,2,중급
보름,명사,False,False,2,고급
보리,명사,False,False,2,고급
보살피다,동사,False,False,4,고급
보상,명사,True,False,2,고급
보수,명사,True,False,2,고급
보수적,명사,True,False,3,고급
보안,명사,True,False,2,고급
보완하다,동사,True,False,4,고급
보이다,동사,False,False,3,중급
보자기,명사,True,False,3,고급
보장,명사,True,False,2,고급
보장되다,동사,True,False,4,고급
보장하다,동사,True,False,4,고급
보전,명사,True,False,2,고급
보조,명사,True,False,2,고급
보존,명사,True,False,2,고급
보존하다,동사,True,False,4,고급
보충하다,동사,True,False,4,고급
보통,명사,True,False,2,초급
보통,부사,True,False,2,중급
보편적,명사,True,False,3,고급
보험,명사,True,False,2,중급
보호,명사,True,False,2,중급
보호되다,동사,True,False,4,고급
보호하다,동사,True,False,4,고급
복,명사,True,False,1,고급
복도,명사,True,False,2,중급
복사,명사,True,False,2,중급
복사기,명사,True,False,3,고급
복사하다,동사,True,False,4,중급
복숭아,명사,False,False,3,고급
복습,명사,True,False,2,중급
복습하다,동사,True,False,4,중급
복잡하다,형용사,True,False,4,초급
볶다,동사,False,False,2,중급
볶음,명사,False,False,2,고급
볶음밥,명사,False,False,3,중급
본,관형사,True,False,1,고급
본격적,명사,True,False,3,고급
본래,명사,True,False,2,중급
본부,명사,True,False,2,고급
본사,명사,True,False,2,고급
본성,명사,True,False,2,고급
본인,명사,True,False,2,고급
본질,명사,True,False,2,고급
볼,명사,False,False,1,고급
볼링,명사,False,False,2,고급
볼일,명사,False,False,2,중급
볼펜,명사,False,False,2,초급
